id,birthday,name,profile_url,anime_title
7168,July 19,Teru Saeki,character.php?id=41078,
7169,July 19,Isami Aldini,character.php?id=74822,
7170,July 19,Saki Kasukabe,character.php?id=5367,
7171,July 19,Natsuki Shinohara,character.php?id=25724,
7172,July 19,Sojiro Seta,character.php?id=68883,
7173,July 19,Takumi Aldini,character.php?id=73231,
7174,July 19,Takeshi Tsujido,character.php?id=8743,
7175,July 19,Narumi Tooi,character.php?id=91654,
7176,July 19,Momoka Fujimiya,character.php?id=6003,
7177,July 19,Wei Liu,character.php?id=67775,
7178,July 19,Chiffon MacDougall,character.php?id=93593,
7179,July 20,Minami Kaido / Cure Mermaid,character.php?id=71100,
7180,July 20,Tooru Oikawa,character.php?id=67880,
7181,July 20,Akio Furukawa,character.php?id=57,
7182,July 20,Fuuko Ibuki,character.php?id=54,
7183,July 20,Kinu Kanisawa,character.php?id=3179,
7184,July 20,Aoto,character.php?id=75390,
7185,July 20,Ariton,character.php?id=76019,
7186,July 20,Akeno Misaki,character.php?id=76758,
7187,July 20,Nanami Kanroji,character.php?id=2475,
7188,July 20,Honami Ichinose,character.php?id=82429,
7189,July 20,Umiko Ahagon,character.php?id=77456,
7190,July 20,Goenitz,character.php?id=29280,
7191,July 20,Will of the Abyss,character.php?id=29758,
7192,July 20,Nagare Namikawa,character.php?id=85957,
7193,July 20,Haruka,character.php?id=53281,
7194,July 20,Hikaru Zaizen,character.php?id=24083,
7195,July 20,Hiroyasu Ueda,character.php?id=8770,
7196,July 20,Kazutoshi Oki,character.php?id=70010,
7197,July 20,Rivalz Cardemonde,character.php?id=9964,
7198,July 20,Door Mouse,character.php?id=69193,
7199,July 20,Nachi,character.php?id=39930,
7200,July 20,Shichisei Hiruma,character.php?id=72343,
7201,July 20,Chika Ogasawara,character.php?id=14151,
7202,July 20,Kinu Kanisawa,character.php?id=10265,
7203,July 20,I-8,character.php?id=71049,
7204,July 20,Cassandra Alexandra,character.php?id=19739,
7205,July 20,Lisa Hamilton,character.php?id=79374,
7206,July 20,La Mariposa,character.php?id=87185,
7207,July 20,Senba,character.php?id=42847,
7208,July 20,Satoshi Umino,character.php?id=24517,
7209,July 20,Nagisa Shiota,character.php?id=70234,
7210,July 20,Aoi Shima,character.php?id=76576,
7211,July 20,Chloe von Einzbern,character.php?id=69447,
7212,July 20,Tōya Kagari,character.php?id=85433,
7213,July 20,Sayari Gojou,character.php?id=1612,
7214,July 20,Norimi Ishimachi,character.php?id=15958,
7215,July 20,Sai Argyle,character.php?id=64380,
7216,July 20,Andrew Waltfeld,character.php?id=37909,
7217,July 20,Alice,character.php?id=19295,
7218,July 20,Yutaka Miyase,character.php?id=25315,
7219,July 20,Yuzuriha,character.php?id=89454,
7220,July 20,Miyu Edelfelt,character.php?id=63565,
7221,July 20,Gustav,character.php?id=63979,
7222,July 20,Joutoku Kawahara,character.php?id=9888,
7223,July 20,Hibachi,character.php?id=61295,
7224,July 20,Victor Oakville,character.php?id=92779,
7225,July 20,Shoh Ashikawa,character.php?id=65793,
7226,July 20,Umibozu,character.php?id=18795,
7227,July 20,Yuusuke Oda,character.php?id=39166,
7228,July 20,Masami Onozawa,character.php?id=64304,
7229,July 20,Yuuji Katakura,character.php?id=76597,
7230,July 20,Misao Kusakabe,character.php?id=14577,
7231,July 20,Chuuta Kokonose,character.php?id=78148,
7232,July 20,Noboru Kodoh,character.php?id=65760,
7233,July 20,Daisuke Komori,character.php?id=14272,
7234,July 20,Eishi Sasazuka,character.php?id=48163,
7235,July 20,Shoryu,character.php?id=67253,
7236,July 20,Umi Sugisaka,character.php?id=82692,
7237,July 20,Marin Tachibana,character.php?id=69987,
7238,July 20,Hayato Tani,character.php?id=25835,
7239,July 20,Sylphid,character.php?id=62340,
7240,July 20,Mia Guillem,character.php?id=13949,
7241,July 20,Hinata Miyake,character.php?id=84992,
7242,July 20,Moriko Morioka,character.php?id=83874,
7243,July 20,Misaki Yata,character.php?id=53424,
7244,July 20,Aine Yuki,character.php?id=90203,
7245,July 20,Reido,character.php?id=73624,
7246,July 20,Rokubee Shirai,character.php?id=97707,
7247,July 20,Kanon Kasukabe,character.php?id=97838,
7248,July 20,Shirone Nanami,character.php?id=98891,
7249,July 20,Aki Kagura,character.php?id=99747,
7250,July 20,Mimi Tachikawa,character.php?id=17198,
7251,July 20,Mimi Tachikawa,character.php?id=3058,
7252,July 20,Mikage Sakurai,character.php?id=100676,
7253,July 21,Nagomi Shiraishi,character.php?id=1638,
7254,July 21,Risa Momioka,character.php?id=20219,
7255,July 21,Minamo Aoi,character.php?id=11109,
7256,July 21,Marry Kozakura,character.php?id=47535,
7257,July 21,Weevil Underwood,character.php?id=29172,
7258,July 21,Kotetsu Hagane,character.php?id=19293,
7259,July 21,Ryu,character.php?id=48551,
7260,July 21,Shinku Nikaidou,character.php?id=27050,
7261,July 21,Shishin,character.php?id=33427,
7262,July 21,Minamo Narukaze,character.php?id=4169,
7263,July 21,Sachi Kounami,character.php?id=74703,
7264,July 21,Kurisu Kamuro,character.php?id=58724,
7265,July 21,Shu Ouma,character.php?id=31919,
7266,July 21,Ethan,character.php?id=67038,
7267,July 21,'Meisuke ''Nube'' Nueno',character.php?id=39149,
7268,July 21,Okita Souji,character.php?id=86840,
7269,July 21,Yui Kutuna,character.php?id=54641,
7270,July 21,Kanjuro,character.php?id=75905,
7271,July 21,Hina Kusakabe,character.php?id=64302,
7272,July 21,Suguru Shimura,character.php?id=44904,
7273,July 21,Charlie,character.php?id=19052,
7274,July 21,Hiroomi Nase,character.php?id=63771,
7275,July 21,Akeno Himejima,character.php?id=36118,
7276,July 21,Belgium,character.php?id=46385,
7277,July 21,Romario,character.php?id=50447,
7278,July 21,Koyuzu Ina,character.php?id=95589,
7279,July 21,Ruria von Dina,character.php?id=97901,
7280,July 21,Yukina Kamikake,character.php?id=98207,
7281,July 21,Soraha Murakumo,character.php?id=98944,
7282,July 22,Mai Tokiha,character.php?id=14999,
7283,July 22,Mai Tokiha,character.php?id=660,
7284,July 22,Himiko,character.php?id=53155,
7285,July 22,Ninosuke Hattori,character.php?id=75297,
7286,July 22,Nico Yazawa,character.php?id=56654,
7287,July 22,Tsukiyo Kujyo,character.php?id=23487,
7288,July 22,Poland,character.php?id=17730,
7289,July 22,Hibiki Tatsunami,character.php?id=27013,
7290,July 22,Kinue Crossroad,character.php?id=64972,
7291,July 22,Dale,character.php?id=78995,
7292,July 22,Keita Kawahira ,character.php?id=12547,
7293,July 22,Miu Kujou,character.php?id=53303,
7294,July 22,Akira Totsuka,character.php?id=80642,
7295,July 22,Kyouko Sawamura,character.php?id=70263,
7296,July 22,Arle Nadja,character.php?id=20273,
7297,July 22,Mei Yanase,character.php?id=61659,
7298,July 22,Nadeshiko Suou,character.php?id=5026,
7299,July 22,Mihari Otosuna,character.php?id=66807,
7300,July 22,Hayuru Himekawa,character.php?id=77662,
7301,July 22,Meguru Hachimiya,character.php?id=91860,
7302,July 22,Yae Sakura,character.php?id=92947,
7303,July 22,Imari,character.php?id=39846,
7304,July 22,Atsuhiro Kagari,character.php?id=90202,
7305,July 22,Akari Sakura,character.php?id=37659,
7306,July 22,Shin Sato,character.php?id=82734,
7307,July 22,Mother,character.php?id=78389,
7308,July 22,Shiima Hayamizu,character.php?id=68562,
7309,July 22,Aono Morimiya,character.php?id=8736,
7310,July 22,Luke,character.php?id=67338,
7311,July 22,Tensei Iida,character.php?id=91382,
7312,July 22,Natsuiro Matsuri,character.php?id=100391,
7313,July 23,Misuzu Kamio,character.php?id=51,
7314,July 23,Mayuki Kousaka,character.php?id=283,
7315,July 23,Anri Takakura,character.php?id=42312,
7316,July 23,Anzu Takakura,character.php?id=42307,
7317,July 23,Shio Koujou,character.php?id=39832,
7318,July 23,Rosia,character.php?id=72511,
7319,July 23,Ayumu Maihama,character.php?id=75368,
7320,July 23,Sahori Yashio,character.php?id=75450,
7321,July 23,Ayame Seki,character.php?id=78559,
7322,July 23,Sasuke Uchiha,character.php?id=10822,
7323,July 23,Sasuke Uchiha,character.php?id=19531,
7324,July 23,Sasuke Uchiha,character.php?id=75765,
7325,July 23,Serina Nishiyama,character.php?id=76408,
7326,July 23,Yunosuke Ogasawara,character.php?id=27743,
7327,July 23,Mutsuki,character.php?id=70804,
7328,July 23,Fromm Vantarhei,character.php?id=66547,
7329,July 23,Aotabou,character.php?id=26337,
7330,July 23,Kurata,character.php?id=81982,
7331,July 23,Kirito Kamui,character.php?id=71304,
7332,July 23,Raikou Minamoto,character.php?id=61564,
7333,July 23,Shiho Shishido,character.php?id=73473,
7334,July 23,Yuma Mukami,character.php?id=66184,
7335,July 23,Manami Aikawa,character.php?id=30513,
7336,July 23,Nanao Hiroshige,character.php?id=15955,
7337,July 23,Hinata Shintani,character.php?id=24154,
7338,July 23,Sayuri Haruno,character.php?id=69771,
7339,July 23,Himawari Shinomiya,character.php?id=58179,
7340,July 23,Noboru Tsuchida,character.php?id=5027,
7341,July 23,Satomi Kawanakajima,character.php?id=3515,
7342,July 23,Doug Hammer,character.php?id=72413,
7343,July 23,Mr. Postman,character.php?id=35632,
7344,July 23,Samejima,character.php?id=59927,
7345,July 23,Shiro,character.php?id=73474,
7346,July 23,Takami Shibuya,character.php?id=25509,
7347,July 23,Asuna Shirakawa,character.php?id=1342,
7348,July 23,Celia,character.php?id=38977,
7349,July 23,Kazuto Tokino,character.php?id=62368,
7350,July 23,Basilicum,character.php?id=18960,
7351,July 23,Motoharu Yano,character.php?id=53400,
7352,July 23,Richie,character.php?id=48244,
7353,July 23,Ryusei,character.php?id=77270,
7354,July 23,Reina Prowler,character.php?id=76332,
7355,July 23,Sheffield,character.php?id=89822,
7356,July 23,Kakurine,character.php?id=27342,
7357,July 24,Rain Kirishima,character.php?id=18452,
7358,July 24,Aisha Shidou,character.php?id=71354,
7359,July 24,Akari Kuzehashi,character.php?id=72192,
7360,July 24,Chisato Ayase,character.php?id=72375,
7361,July 24,Koyori Tsumujikaze,character.php?id=78529,
7362,July 24,Agari Kamiya,character.php?id=78530,
7363,July 24,Junichirou Tanizaki,character.php?id=76226,
7364,July 24,Hibiki Yae,character.php?id=76517,
7365,July 24,Akari Akaza,character.php?id=26351,
7366,July 24,Yugito Nii,character.php?id=49588,
7367,July 24,Milly Ashford,character.php?id=9959,
7368,July 24,Duchess,character.php?id=69194,
7369,July 24,Yamagumo,character.php?id=71144,
7370,July 24,Allenby Beardsley,character.php?id=62154,
7371,July 24,Domon Kasshu,character.php?id=64615,
7372,July 24,Hiyori Tomoe,character.php?id=82002,
7373,July 24,Mika Horiide,character.php?id=14966,
7374,July 24,Kaoru Shishibara,character.php?id=76570,
7375,July 24,Kiyoto Washimi,character.php?id=76569,
7376,July 24,Misa Okihara,character.php?id=67429,
7377,July 24,Sayaka Miyata,character.php?id=78057,
7378,July 24,Narek Ishru de Mildonia,character.php?id=85157,
7379,July 24,Alma Beoulve,character.php?id=39858,
7380,July 24,Hime Arikawa,character.php?id=68262,
7381,July 24,Maki Shidou,character.php?id=85072,
7382,July 24,Maya Tendou,character.php?id=91653,
7383,July 24,Masako Hara,character.php?id=32433,
7384,July 24,Maharu Sena Kanaka,character.php?id=13338,
7385,July 24,Leo,character.php?id=48742,
7386,July 24,Isaac Foster,character.php?id=91117,
7387,July 24,Niiboshi Reo,character.php?id=93699,
7388,July 24,Claude,character.php?id=96754,
7389,July 24,Nayu Hikawa,character.php?id=98595,
7390,July 25,Aiko Takamori,character.php?id=70374,
7391,July 25,Kakeru Yuiga,character.php?id=57406,
7392,July 25,Breunor,character.php?id=76010,
7393,July 25,Moeka China,character.php?id=76757,
7394,July 25,Yasuhiro Hagakure,character.php?id=60968,
7395,July 25,Alma Armas,character.php?id=84256,
7396,July 25,Magari Mizuki,character.php?id=84317,
7397,July 25,Chika Horiba,character.php?id=85313,
7398,July 25,Akitsushima,character.php?id=82688,
7399,July 25,Mitsuki,character.php?id=75766,
7400,July 25,Kurisu Makise,character.php?id=23251,
7401,July 25,Meliodas,character.php?id=69328,
7402,July 25,Kotarou Hayama,character.php?id=72609,
7403,July 25,Tier Halibel,character.php?id=19888,
7404,July 25,Shuro Tsukasa,character.php?id=79014,
7405,July 25,Yoko Shimorenjaku ,character.php?id=20328,
7406,July 25,Kouko Kaminaga,character.php?id=66791,
7407,July 25,Tsubasa Kisaragi,character.php?id=76885,
7408,July 25,Hitomi Omigawa,character.php?id=59667,
7409,July 25,Kazuichi Arai,character.php?id=23310,
7410,July 25,Ren Tsukimi,character.php?id=74164,
7411,July 25,Matsuri Himeyama,character.php?id=15947,
7412,July 25,Wako Nobuhara,character.php?id=15973,
7413,July 25,Samuel Harwood,character.php?id=90987,
7414,July 25,Nojiko,character.php?id=23891,
7415,July 25,Raffina,character.php?id=79396,
7416,July 25,Latifah Fullanza,character.php?id=69679,
7417,July 25,Tanaka,character.php?id=76622,
7418,July 25,Itsuki Shikatani,character.php?id=91299,
7419,July 25,Mana Ishizuki,character.php?id=8738,
7420,July 25,Celintha,character.php?id=35419,
7421,July 25,Yuu Tsukishiro,character.php?id=90156,
7422,July 25,Ryoutarou Tsuchiura,character.php?id=10097,
7423,July 25,Kurisu Makise,character.php?id=22123,
7424,July 25,Kasumi Suzuki,character.php?id=98304,
7425,July 26,Petite Charat,character.php?id=19626,
7426,July 26,Oshizu Murasame ,character.php?id=31153,
7427,July 26,Daru Dayu,character.php?id=71956,
7428,July 26,Ayane Shindou,character.php?id=74092,
7429,July 26,Mikoto Suou,character.php?id=16156,
7430,July 26,Ayase Aragaki,character.php?id=22762,
7431,July 26,Yuuzuki Kiryuu,character.php?id=20996,
7432,July 26,Guildenstern,character.php?id=78346,
7433,July 26,Sasha Blouse,character.php?id=61762,
7434,July 26,Jhun Hoon,character.php?id=29298,
7435,July 26,Dark Yugi,character.php?id=16367,
7436,July 26,Tokiko Yamana ,character.php?id=9,
7437,July 26,Kaho Enomoto,character.php?id=27199,
7438,July 26,Mahiru Hiiragi,character.php?id=75128,
7439,July 26,Nikoro Chikkoriiko,character.php?id=21929,
7440,July 26,Yuuri Oda,character.php?id=30608,
7441,July 26,Izumi Takanashi,character.php?id=21336,
7442,July 26,Nazuna Takanashi,character.php?id=21348,
7443,July 26,Sou Akiyama,character.php?id=26687,
7444,July 26,Kisara Tendo,character.php?id=66420,
7445,July 26,Yukina,character.php?id=21143,
7446,July 26,Lunamaria Hawke,character.php?id=9804,
7447,July 26,Mizuki Himeji,character.php?id=20333,
7448,July 26,Shouko Kirishima,character.php?id=21292,
7449,July 26,Shouko (Child),character.php?id=78072,
7450,July 26,Kanade Suzutsuki,character.php?id=23280,
7451,July 26,Julika Jeder,character.php?id=29630,
7452,July 26,Jouji Uryuu,character.php?id=47027,
7453,July 26,Kotori Kanbe,character.php?id=17450,
7454,July 26,Taisuke Sawanaga,character.php?id=12321,
7455,July 26,Momoko Touyoko,character.php?id=18248,
7456,July 26,Mr. 5,character.php?id=27217,
7457,July 26,San Diego,character.php?id=89693,
7458,July 26,Karin Sarayashiki,character.php?id=95925,
7459,July 26,Joe Tazuna,character.php?id=96654,
7460,July 27,Mio Ibuki,character.php?id=82432,
7461,July 27,Nitta Minami,character.php?id=70336,
7462,July 27,Inia Sestina,character.php?id=45393,
7463,July 27,Chie Ashikaga,character.php?id=16485,
7464,July 27,Yuzuha Toujou,character.php?id=56264,
7465,July 27,Sachi Momoi,character.php?id=18331,
7466,July 27,Ichiro Alex Rodriguez Shinjo,character.php?id=52453,
7467,July 27,Ayame Segawa,character.php?id=76260,
7468,July 27,Aimi Minagawa,character.php?id=93191,
7469,July 27,Kanoko Satake,character.php?id=98342,
7470,July 27,Reiji Ooyama ,character.php?id=43777,
7471,July 27,Taiga Aisaka,character.php?id=15442,
7472,July 28,Jinko Sasajima,character.php?id=82177,
7473,July 28,Hanta Sero,character.php?id=77848,
7474,July 28,Moe Habana,character.php?id=47675,
7475,July 28,Takako Shimizu,character.php?id=8775,
7476,July 28,Catherine Kyohbashi,character.php?id=13240,
7477,July 28,Crank Hughes,character.php?id=79098,
7478,July 28,Saori Maki,character.php?id=26343,
7479,July 28,Rena Ryuuguu,character.php?id=7884,
7480,July 28,Kirie Konami,character.php?id=74024,
7481,July 28,Alexander Gaidar,character.php?id=41058,
7482,July 28,Mayumi Kurata,character.php?id=30583,
7483,July 28,Kanade Amou,character.php?id=36179,
7484,July 28,Tsubasa Ozora,character.php?id=59511,
7485,July 28,Kyouji Kuzunoha,character.php?id=84183,
7486,July 28,Sakura Shinguji,character.php?id=12799,
7487,July 28,Taiga,character.php?id=93761,
7488,July 28,Grim Taiga,character.php?id=93762,
7489,July 29,Pace,character.php?id=34430,
7490,July 29,Nanaka Yatsushiro,character.php?id=4379,
7491,July 29,Tetsuo Shima,character.php?id=18062,
7492,July 29,Akira E. Ferrari,character.php?id=4178,
7493,July 29,Kiri Kikyou,character.php?id=845,
7494,July 29,Ralph Eifman,character.php?id=64938,
7495,July 29,Luchino Gregoretti,character.php?id=32739,
7496,July 29,Hamaji Yakumo,character.php?id=8540,
7497,July 29,Hamaji Yakumo,character.php?id=2401,
7498,July 29,Hachi Shiou,character.php?id=66648,
7499,July 29,Jun Arashiyama,character.php?id=70264,
7500,July 29,Sakuya Sazanami,character.php?id=75691,
7501,July 29,Yuuri Shibuya,character.php?id=10391,
7502,July 29,Hiroshi Tateno,character.php?id=39150,
7503,July 29,Kaho Komiya,character.php?id=91873,
7504,July 29,Mitsuhiko Fujimi,character.php?id=21753,
7505,July 29,Yuuna Shigemura,character.php?id=79505,
7506,July 30,Seiya Lights,character.php?id=12342,
7507,July 30,Rika Jougasaki,character.php?id=70345,
7508,July 30,Ciel Kiraboshi,character.php?id=81417,
7509,July 30,Cure Parfait,character.php?id=81610,
7510,July 30,Marino Tagaya,character.php?id=120,
7511,July 30,Tsubasa Ibuki,character.php?id=75372,
7512,July 30,Mina Ashido,character.php?id=76755,
7513,July 30,Kodaka Hasegawa,character.php?id=31416,
7514,July 30,Chie Satonaka,character.php?id=19657,
7515,July 30,Doremi Harukaze,character.php?id=18727,
7516,July 30,Sophie Houjou,character.php?id=68658,
7517,July 30,Itsuki Aoi,character.php?id=86311,
7518,July 30,Boman Delgado,character.php?id=85956,
7519,July 30,Lisianthus,character.php?id=6549,
7520,July 30,Lu Shihandai,character.php?id=33490,
7521,July 30,Laura Matsuda,character.php?id=80470,
7522,July 30,Hagumi Kitazawa,character.php?id=81721,
7523,July 30,Shizuka Masou,character.php?id=19258,
7524,July 30,Saburo Togusa,character.php?id=28779,
7525,July 30,Ryuuichi Kashima,character.php?id=85080,
7526,July 30,Michizou Tachihara,character.php?id=79736,
7527,July 30,Echidna Parass,character.php?id=15349,
7528,July 30,Mio Ichijou,character.php?id=21072,
7529,July 30,Gunther Schultz,character.php?id=90634,
7530,July 30,Yamato Akitsuki,character.php?id=9984,
7531,July 30,Hazuki,character.php?id=10508,
7532,July 30,Minori Jinguu,character.php?id=95078,
7533,July 30,Haruka Aoi,character.php?id=97857,
7534,July 30,Alice Kongou,character.php?id=97858,
7535,July 30,Beatrice Waltrud von Kircheisen,character.php?id=99323,
7536,July 30,Houshou Marine,character.php?id=100654,
7537,July 31,Haruyuki Inumaru,character.php?id=56983,
7538,July 31,Kouichi Aizawa,character.php?id=10413,
7539,July 31,Sophie Andrea Yukitou,character.php?id=2884,
7540,July 31,Arisu Tachibana,character.php?id=78033,
7541,July 31,Korekiyo Shinguuji,character.php?id=79481,
7542,July 31,Akira Inukai,character.php?id=77331,
7543,July 31,Manager Kano,character.php?id=74397,
7544,July 31,Juri Kurebayashi,character.php?id=72424,
7545,July 31,Hajime Terazuma,character.php?id=47317,
7546,July 31,Haruka Luciela,character.php?id=77953,
7547,July 31,Ayame Fujieda,character.php?id=12789,
7548,July 31,Tooru Fujisaki,character.php?id=91302,
7549,July 31,Gakupo Kamui,character.php?id=21386,
7550,July 31,Cross Marian,character.php?id=12863,
7551,July 31,Essex,character.php?id=91543,
7552,August 1,Nagisa Hazuki,character.php?id=61653,
7553,August 1,Kanae Ousaka,character.php?id=71402,
7554,August 1,Chika Takami,character.php?id=76191,
7555,August 1,Kanako Urashima,character.php?id=16131,
7556,August 1,Hikaru,character.php?id=33963,
7557,August 1,Yui Michimiya,character.php?id=67879,
7558,August 1,Tonfa Yan,character.php?id=3187,
7559,August 1,Hime Hoshizaki,character.php?id=71418,
7560,August 1,Chiharu Munakata,character.php?id=75218,
7561,August 1,Tetsuya Nitobe,character.php?id=77553,
7562,August 1,Saku Iroi,character.php?id=78606,
7563,August 1,Yuu Haruna,character.php?id=78765,
7564,August 1,Fuuka Akitsuki,character.php?id=78764,
7565,August 1,Kyouka Jirou,character.php?id=76754,
7566,August 1,Yaichi Kuzuryuu,character.php?id=85129,
7567,August 1,Seth,character.php?id=29302,
7568,August 1,Touka Kishi,character.php?id=10688,
7569,August 1,A (Third Raikage),character.php?id=80009,
7570,August 1,Urouge,character.php?id=47896,
7571,August 1,Gakuto Shimazu,character.php?id=14153,
7572,Augest 1,Hana Kazuki,character.php?id=75304,
7573,August 1,Ellen Aice,character.php?id=27010,
7574,August 1,Nagisa Sena,character.php?id=67764,
7575,August 1,Uumen Umeda,character.php?id=62199,
7576,August 1,Elza Forte,character.php?id=78946,
7577,August 1,Suzu Edogawa,character.php?id=9098,
7578,August 1,Kei Enomoto,character.php?id=18427,
7579,August 1,Touka Yada,character.php?id=70239,
7580,August 1,Moeka Kii,character.php?id=62315,
7581,August 1,Toru Akashi,character.php?id=39459,
7582,August 1,Natsuo Hayakawa,character.php?id=6030,
7583,August 1,Apollon Agana Belea,character.php?id=66583,
7584,August 1,Koutarou Suwa,character.php?id=74144,
7585,August 1,Lulu de Morcerf,character.php?id=25339,
7586,August 1,Yukari Sakaki,character.php?id=34122,
7587,August 1,Giovanni,character.php?id=38738,
7588,August 1,Rinslet Walker,character.php?id=15366,
7589,August 1,Haru Kasuga,character.php?id=29555,
7590,August 1,Reiner Braun,character.php?id=29142,
7591,August 1,Rururara Rururira,character.php?id=92032,
7592,August 1,Aqua,character.php?id=75489,
7593,August 1,Garuda,character.php?id=93798,
7594,August 1,Aqua,character.php?id=94596,
7595,August 1,Ritsuka Uenoyama,character.php?id=95964,
7596,August 1,Natsume Shion,character.php?id=97862,
7597,August 1,Reina Kisaki,character.php?id=97920,
7598,August 1,Asagao Oosumi,character.php?id=98086,
7599,August 1,Himari Asamiya,character.php?id=99097,
7600,August 1,Kazunari Miyoshi,character.php?id=101223,
7601,August 2,Mea Fujigasaki,character.php?id=65914,
7602,August 2,Mituki Irie,character.php?id=129,
7603,August 2,Taiga Kagami,character.php?id=43427,
7604,August 2,Yuuki Asahina,character.php?id=75284,
7605,August 2,Sugane Tachibana,character.php?id=63143,
7606,August 2,Kou Yagami,character.php?id=77455,
7607,August 2,Angelia Fushimi,character.php?id=94954,
7608,August 2,Ryo Sakazaki,character.php?id=29248,
7609,August 2,Lisa Brilliant,character.php?id=79109,
7610,August 2,Tsunade,character.php?id=11804,
7611,August 2,Tsunade (young),character.php?id=11808,
7612,August 2,Jeremiah Gottwald,character.php?id=9952,
7613,August 2,Jeremiah Orange,character.php?id=69016,
7614,August 2,Jabberwock,character.php?id=69198,
7615,August 2,Akari Hizamaru,character.php?id=72333,
7616,August 2,Kokoro Kukizawa,character.php?id=90627,
7617,August 2,Tack,character.php?id=77586,
7618,August 2,Hideaki Yajima,character.php?id=39616,
7619,August 2,Kayoko Himeji,character.php?id=76760,
7620,August 2,Kurumu Kurono,character.php?id=20037,
7621,August 2,Kurumu Kurono (Monster form),character.php?id=60846,
7622,August 2,Bullet,character.php?id=83584,
7623,August 2,Draco Centauros,character.php?id=75652,
7624,August 2,Yoshihito Kanamori,character.php?id=34113,
7625,August 2,Shintarou Natsume,character.php?id=23336,
7626,August 2,Leo de la Iglesia,character.php?id=78038,
7627,August 2,Kitz Weilman,character.php?id=63982,
7628,August 2,Mei Izumi,character.php?id=94726,
7629,August 3,Haruka Suzushiro,character.php?id=15005,
7630,August 3,Mai Asagiri,character.php?id=10155,
7631,August 3,Akira Amatsume,character.php?id=13155,
7632,August 3,Kazuha Migiwa,character.php?id=13157,
7633,August 3,Kotori Itsuka,character.php?id=54648,
7634,August 3,Percival,character.php?id=76014,
7635,August 3,Yui Nishizaki,character.php?id=77024,
7636,August 3,Honoka Kousaka,character.php?id=56646,
7637,August 3,Scarlet,character.php?id=77360,
7638,August 3,Darien Shields,character.php?id=12347,
7639,August 3,Tuxedo Mask,character.php?id=12386,
7640,August 3,Yui Ryohei,character.php?id=93439,
7641,August 3,Ryou Asama,character.php?id=79610,
7642,August 3,Marshall D. Teach,character.php?id=20438,
7643,August 3,Yuzuki Eba,character.php?id=29134,
7644,August 3,Yuzuki Eba,character.php?id=44156,
7645,August 3,Risa Koizumi,character.php?id=12609,
7646,August 3,Miki Fujito,character.php?id=54141,
7647,August 3,Natsu,character.php?id=34861,
7648,August 3,Kurumi Hazuki,character.php?id=30862,
7649,August 3,Grinpatch,character.php?id=62207,
7650,August 3,Rikky,character.php?id=62193,
7651,August 3,Sakura Hinoyama,character.php?id=84154,
7652,August 3,Freaks,character.php?id=85465,
7653,August 3,Ran Shibuki,character.php?id=52025,
7654,August 3,Kanon Reppuuji,character.php?id=71018,
7655,August 3,Tsubasa Okui,character.php?id=91110,
7656,August 3,Saori Shikikagami,character.php?id=60135,
7657,August 3,Keiichi Akemi,character.php?id=91300,
7658,August 3,Mai Asagiri ,character.php?id=4198,
7659,August 3,Manuela,character.php?id=96729,
7660,August 3,JC,character.php?id=97842,
7661,August 3,Maika Ou,character.php?id=97904,
7662,August 3,Rino Kirigaya,character.php?id=98068,
7663,August 3,T. K.,character.php?id=17202,
7664,August 4,'Shiryu Chou''un',character.php?id=39068,
7665,August 4,Akane Hino,character.php?id=70344,
7666,August 4,Mana Aida / Cure Heart,character.php?id=58240,
7667,August 4,V. V.,character.php?id=25963,
7668,August 4,Charles zi Britannia,character.php?id=9949,
7669,August 4,King of Hearts,character.php?id=69190,
7670,August 4,Miura,character.php?id=69790,
7671,August 4,Kenji Kazama,character.php?id=65530,
7672,August 4,Anzu Shinonome,character.php?id=27153,
7673,August 4,Ayumu Sato,character.php?id=11986,
7674,August 4,Ryoichi Yaginuma,character.php?id=12001,
7675,August 4,Arata Samejima,character.php?id=76568,
7676,August 4,Kaori Enkouji,character.php?id=47365,
7677,August 4,Akira Hibuki,character.php?id=70586,
7678,August 4,Susumu Kitamachi,character.php?id=77806,
7679,August 4,Miyuki Seta,character.php?id=34344,
7680,August 4,Mei Kita,character.php?id=95081,
7681,August 4,Jinx,character.php?id=100551,
7682,August 4,Ide Touji,character.php?id=100834,
7683,August 5,Hinako Mochida,character.php?id=4378,
7684,August 5,Miu Hiyama,character.php?id=78661,
7685,August 5,Bookman,character.php?id=12860,
7686,August 5,Cattleya Glory,character.php?id=38978,
7687,August 5,Ayane,character.php?id=90587,
7688,August 5,Ayane,character.php?id=40548,
7689,August 5,Hidemi Hane,character.php?id=25086,
7690,August 5,Shima Tateishi,character.php?id=76767,
7691,August 5,Greg,character.php?id=28182,
7692,August 5,Maya Matsumoto,character.php?id=21347,
7693,August 5,Nansui Yugo,character.php?id=77833,
7694,August 5,Shinichirou Minato,character.php?id=25618,
7695,August 5,Sacchiho Takahashi,character.php?id=12030,
7696,August 5,Phonon,character.php?id=89449,
7697,August 5,Fuegoreon Vermillion,character.php?id=88415,
7698,August 5,Galaco,character.php?id=48228,
7699,August 6,Reiri Valencia Kuga,character.php?id=61512,
7700,August 6,Dirk Wahl,character.php?id=25137,
7701,August 6,Tsubasa Misutachi,character.php?id=73860,
7702,August 6,Tokiya Ichinose,character.php?id=26435,
7703,August 6,Kokomi Teruhashi,character.php?id=78381,
